reviews,clusters,tags
Terrible service,Service,negative
"Love this Starbucks, everyone is so friendly!!! *smile*",Service,positive
Great staff,Service,positive
"Vaugh is the absolute best barista I've had. I enjoy coming to this Target location because he goes above and beyond for every guest, professional, outgoing, and quick, even when by himself. I am not allowed to leave him a tip because he's inside a Target, so this is the best way I know how to get him the recognition he deserves.",Service,positive
"It's Starbucks, they got my order correct, so noting to complain about",Service,positive
Drive thru was a bit chaotic and hard to get into,Place,negative
good coffee,Coffee,positive
"I am so glad this popped up to ask about my experience. I spent 40 minutes in the drive thru.  Watched 4 cars do hundred point turns trying to escape the line and parking lot from hell. On a positive note there was only mild road rage from all of the mayhem going on. And when we finally get up there, no sorrys, we suck, theres only two people working today he counted the two drinks on spanish and asked me what comes next. Would have been funny if I hadn't been trapped in your drive thru unable to escape for 40 minutes. Sour grapes yes but Starbucks in Gastonia sucked a big one today.",Time,negative
"I am so glad this popped up to ask about my experience. I spent 40 minutes in the drive thru.  Watched 4 cars do hundred point turns trying to escape the line and parking lot from hell. On a positive note there was only mild road rage from all of the mayhem going on. And when we finally get up there, no sorrys, we suck, theres only two people working today he counted the two drinks on spanish and asked me what comes next. Would have been funny if I hadn't been trapped in your drive thru unable to escape for 40 minutes. Sour grapes yes but Starbucks in Gastonia sucked a big one today.",Service,negative
"I am so glad this popped up to ask about my experience. I spent 40 minutes in the drive thru.  Watched 4 cars do hundred point turns trying to escape the line and parking lot from hell. On a positive note there was only mild road rage from all of the mayhem going on. And when we finally get up there, no sorrys, we suck, theres only two people working today he counted the two drinks on spanish and asked me what comes next. Would have been funny if I hadn't been trapped in your drive thru unable to escape for 40 minutes. Sour grapes yes but Starbucks in Gastonia sucked a big one today.",Place,negative
Everyone is super friendly and helpful at this location! . Great place to meet and use the Wi-Fi if you have to,Service,positive
Everyone is super friendly and helpful at this location! . Great place to meet and use the Wi-Fi if you have to,Place,positive
Great place and fast orders,Place,positive
Great place and fast orders,Time,positive
It is always  delicious and friendly employees,Coffee,positive
It is always  delicious and friendly employees,Service,positive
This location is often busy in the mornings but they keep things moving.,Time,positive
Starbucks what can you say.  Drinks are good.  Not cheap but tasty....,Coffee,positive
The coffee tasted burnt.,Coffee,negative
My wife and daughter love it.,Coffee,positive
The Starbucks in Fresh Meadows was recently redesigned which did create the illusion of more space. However I do not like that the line now starts at towards the rear exit of the store and end at the entrance where everyone is bunched up waiting for for their concoctions. Just give me a Venti bold and a cheese danish.,Place,neutral
The Starbucks in Fresh Meadows was recently redesigned which did create the illusion of more space. However I do not like that the line now starts at towards the rear exit of the store and end at the entrance where everyone is bunched up waiting for for their concoctions. Just give me a Venti bold and a cheese danish.,Food,positive
"I'm not a regular customer of Starbucks, they're a bit pricey for me. I had a coupon so I figured that fit my budget.",Food,neutral
"LOVE Starbucks year round, but I'm especially found of the holiday drinks. Caramel Brulee is the most delicious coffee drink I've ever tasted! I highly recommend it !
The lines here move pretty fast but I'm still partial to the drive thru.",Coffee,positive
"LOVE Starbucks year round, but I'm especially found of the holiday drinks. Caramel Brulee is the most delicious coffee drink I've ever tasted! I highly recommend it !
The lines here move pretty fast but I'm still partial to the drive thru.",Time,positive
A grande toasted white chocolate mocha is Soo amazing especially when it's a cold day outside and this location always makes it right and with a little extra syrup in it. I highly recommend this starbucks.,Coffee,positive
This store is clean and neat. Pretty good stuff always nice and helpful.,Place,positive
This store is clean and neat. Pretty good stuff always nice and helpful.,Service,positive
ok,Service,neutral
Very nice,Place,positive
"Best butter croissants I've ever had. Friendly service. Good coffee, served how you like it. Thank you!",Food,positive
"Best butter croissants I've ever had. Friendly service. Good coffee, served how you like it. Thank you!",Service,positive
"Best butter croissants I've ever had. Friendly service. Good coffee, served how you like it. Thank you!",Coffee,positive
The mocha latte is the best from Starbucks. I do enjoy their different drinks. They strive to offer a variety.,Coffee,positive
Really fast service!!,Service,positive
It was closed,Place,negative
It's a Starbucks what can I say the coffee is always the same no matter which one you go to the service is always the same no matter where you go to they really do have the franchise thing down,Coffee,neutral
It's a Starbucks what can I say the coffee is always the same no matter which one you go to the service is always the same no matter where you go to they really do have the franchise thing down,Service,neutral
Good place to drink coffee and my favor  place I recommend this coffee place's,Place,positive
Good place to drink coffee and my favor  place I recommend this coffee place's,Coffee,positive
"(Translated by Google) Very rich coffee

(Original)
Muy rrico el cafe",Coffee,positive
A smaller store with limited seating in the parking lot outside of Home Depot.  It has easy access to and from I-75.,Place,neutral
"As expected, Cafe Latte very good",Coffee,positive
The coffee is really good,Coffee,positive
"Consistent, excellent, coffee! Easily the best Starbucks in Northern Virginia...and it's 24 hours!",Coffee,positive
"Consistent, excellent, coffee! Easily the best Starbucks in Northern Virginia...and it's 24 hours!",Place,positive
"Consistent, excellent, coffee! Easily the best Starbucks in Northern Virginia...and it's 24 hours!",Time,positive
Very friendly and courteous staff. Fast ordering and service.,Service,positive
"The Starbucks in Washington Square is a really nice open-air shop.
There is a great selection of things to eat and the drinks are always made just right.

Everyone there is always the friendliest.

The are green circles on the floor to provide for 6-feet of Social Distancing.

It is extremely convenient especially if you need a little caffeine-boost to amp up your shopping experience!",Place,positive
"The Starbucks in Washington Square is a really nice open-air shop.
There is a great selection of things to eat and the drinks are always made just right.

Everyone there is always the friendliest.

The are green circles on the floor to provide for 6-feet of Social Distancing.

It is extremely convenient especially if you need a little caffeine-boost to amp up your shopping experience!",Food,positive
"The Starbucks in Washington Square is a really nice open-air shop.
There is a great selection of things to eat and the drinks are always made just right.

Everyone there is always the friendliest.

The are green circles on the floor to provide for 6-feet of Social Distancing.

It is extremely convenient especially if you need a little caffeine-boost to amp up your shopping experience!",Coffee,positive
"The Starbucks in Washington Square is a really nice open-air shop.
There is a great selection of things to eat and the drinks are always made just right.

Everyone there is always the friendliest.

The are green circles on the floor to provide for 6-feet of Social Distancing.

It is extremely convenient especially if you need a little caffeine-boost to amp up your shopping experience!",Service,positive
Best coffee in town!,Coffee,positive
Rite now they have new strains,Coffee,positive
"My kid was nose bleeding, I ran to this Starbucks, asked for two cubes of ice. The staff replied that I should step back into the line and refused to give me any ice. Are you serious?!",Service,negative
Always fast service,Service,positive
"Ugh everything was super yummy! The treats were amazing and coffee was perfect ❤️ thank you!!!
Treats you should try:
Coffee cake - if you’re a big cinnamon fan try it with the cinnamon dolce latte
Cake pops- any flavor they’re yummy.
Chocolate Dipped Madelines",Food,positive
"Ugh everything was super yummy! The treats were amazing and coffee was perfect ❤️ thank you!!!
Treats you should try:
Coffee cake - if you’re a big cinnamon fan try it with the cinnamon dolce latte
Cake pops- any flavor they’re yummy.
Chocolate Dipped Madelines",Coffee,positive
It's Starbucks.,Coffee,neutral
"Great customer service, great quality of beverage, cozy and inviting atmosphere. A great place to settle in and get some work done, if you can find a table.",Service,positive
"Great customer service, great quality of beverage, cozy and inviting atmosphere. A great place to settle in and get some work done, if you can find a table.",Coffee,positive
"Great customer service, great quality of beverage, cozy and inviting atmosphere. A great place to settle in and get some work done, if you can find a table.",Place,positive
Took for mfn ever in drive thru. Literally 25 mins. The mocha cookie whatever frappuccino was really good tho.,Time,negative
Took for mfn ever in drive thru. Literally 25 mins. The mocha cookie whatever frappuccino was really good tho.,Coffee,positive
polite young woman that work here,Service,positive
Very convenient,Place,positive
#Basic,Coffee,neutral
"Got 2 grande cappuccino, 1 is half full and the other one barely a quarter",Coffee,negative
"Nice place to have a good coffee,   while you feel warm and cozy.",Coffee,positive
"Nice place to have a good coffee,   while you feel warm and cozy.",Place,positive
"Nice little Starbucks, never knew it was there until i grabbed lunch today near by, place is small however it was clean the staff was nice, overall good vibes i will be returning",Place,positive
"Nice little Starbucks, never knew it was there until i grabbed lunch today near by, place is small however it was clean the staff was nice, overall good vibes i will be returning",Service,positive
Nothing special about this Starbucks,Place,neutral
Please make sure if you order a breakfast sandwich is not through drive thru. The sandwich was cold and couldn't go back because I was in a hurry. Is the first time I come here and drive thru do something like this it was nasty. Be aware.,Food,negative
Please make sure if you order a breakfast sandwich is not through drive thru. The sandwich was cold and couldn't go back because I was in a hurry. Is the first time I come here and drive thru do something like this it was nasty. Be aware.,Time,negative
Nice new Starbucks. Google maps doesn't yet know how to get you to the front door.,Place,neutral
We really love the food and drinks when u are in the games we let it ride until the last day so we can see how many plays we can get🎇🎁🌅😉,Food,positive
They are amazing!,Service,positive
Great service! One of the best Starbucks I've been in.,Service,positive
Nice baristas,Service,positive
Overpriced and unappetizing. The service here is rude uneducated and not concerned with customer satisfaction.  The products are over priced for sandwhichs that are frozen and heated up in a microwave oven then you charge close to five dollars or more for garbage. I do not need to pay close to 15 dollars for breakfasts that are frozen food reheated coffee that I can make at home that has a similar or better taste. This is a dirty place not very organized and the service is slow. Avoid!!!!,Service,negative
Overpriced and unappetizing. The service here is rude uneducated and not concerned with customer satisfaction.  The products are over priced for sandwhichs that are frozen and heated up in a microwave oven then you charge close to five dollars or more for garbage. I do not need to pay close to 15 dollars for breakfasts that are frozen food reheated coffee that I can make at home that has a similar or better taste. This is a dirty place not very organized and the service is slow. Avoid!!!!,Food,negative
Overpriced and unappetizing. The service here is rude uneducated and not concerned with customer satisfaction.  The products are over priced for sandwhichs that are frozen and heated up in a microwave oven then you charge close to five dollars or more for garbage. I do not need to pay close to 15 dollars for breakfasts that are frozen food reheated coffee that I can make at home that has a similar or better taste. This is a dirty place not very organized and the service is slow. Avoid!!!!,Place,negative
Overpriced and unappetizing. The service here is rude uneducated and not concerned with customer satisfaction.  The products are over priced for sandwhichs that are frozen and heated up in a microwave oven then you charge close to five dollars or more for garbage. I do not need to pay close to 15 dollars for breakfasts that are frozen food reheated coffee that I can make at home that has a similar or better taste. This is a dirty place not very organized and the service is slow. Avoid!!!!,Coffee,negative
Overpriced and unappetizing. The service here is rude uneducated and not concerned with customer satisfaction.  The products are over priced for sandwhichs that are frozen and heated up in a microwave oven then you charge close to five dollars or more for garbage. I do not need to pay close to 15 dollars for breakfasts that are frozen food reheated coffee that I can make at home that has a similar or better taste. This is a dirty place not very organized and the service is slow. Avoid!!!!,Time,negative
Staff know my wife and I and confirms our drinks before we get to the register.,Service,positive
Too many questions.,Service,negative
My favorite  Starbucks!,Place,positive
"Prefer other local places for regular coffee, but this Starbucks has quick, friendly service and good flavored drinks",Service,positive
"Prefer other local places for regular coffee, but this Starbucks has quick, friendly service and good flavored drinks",Coffee,positive
chain coffee store. not much to say,Coffee,neutral
Very nice cashier. :),Service,positive
The people that work there are really nice. All I have to do is walk up there and they know me and they know what kind of coffee I already like. 😊😊,Service,positive
"Super friendly staff, clean, nice open feel!",Service,positive
"Super friendly staff, clean, nice open feel!",Place,positive
Too expensive,Coffee,negative
Quick friendly service and solid wifi,Service,positive
Medicine ball wen u feelin sick buggah is ono!!!,Coffee,positive
Like all places  but people are nice,Service,positive
Like all places  but people are nice,Place,positive
usually really busy but otherwise ok,Time,neutral
"Friendly staff, quick service.
Only a few spots to park in the neighborhood.
New building (apartment and business) to open soon which will make parking morning scarce.",Service,positive
"Friendly staff, quick service.
Only a few spots to park in the neighborhood.
New building (apartment and business) to open soon which will make parking morning scarce.",Place,neutral
Very fast moving store friendly staff,Service,positive
As always best ever. Their isn't anything bad their. A little pricey but you got to spend a little on yourself every now and then.,Coffee,positive
Awesome drinks! Great place to hang out with my wife 😘 cheerful staff,Coffee,positive
Awesome drinks! Great place to hang out with my wife 😘 cheerful staff,Place,positive
Awesome drinks! Great place to hang out with my wife 😘 cheerful staff,Service,positive
Best barista! She actually understands no foam and no room! My favorite one in Lakeland.,Service,positive
"Literally the best Starbucks I've ever visited. I visit once or twice a week, and yet all the employees know me. They're all kind, make conversation, and in the incredibly rare occasion a mistake is made or there's a wait, they always make up for it and are beyond sweet. Every single employee there is lovely, and the service and products are, too.",Service,positive
"Literally the best Starbucks I've ever visited. I visit once or twice a week, and yet all the employees know me. They're all kind, make conversation, and in the incredibly rare occasion a mistake is made or there's a wait, they always make up for it and are beyond sweet. Every single employee there is lovely, and the service and products are, too.",Coffee,positive
"Literally the best Starbucks I've ever visited. I visit once or twice a week, and yet all the employees know me. They're all kind, make conversation, and in the incredibly rare occasion a mistake is made or there's a wait, they always make up for it and are beyond sweet. Every single employee there is lovely, and the service and products are, too.",Place,positive
On 08/03 Barista ignored me after standing at REGISTER looking at me. Short older lady name Kim m. I spoke twice.  She started talking to another worker about being their 20 years. She would not speak or take our order. A few minutes later a older white lady walked up she was super friendly and jumped to take her order.,Service,negative
April and the crew were very welcoming and helpful. I will be back!,Service,positive
"The employees moved slower than an Starbucks I have ever experienced. Pam was rude and did not call out names for drinks, therefore everyone was scrambling in a small space to read the names. There were 2 additional employees not working that stood on the side and talked to the working employees. The cashier walked over to talk to those employees with a line full of people. Ridiculous how long I waited for a simple drink.",Service,negative
Overpriced and still dont get why in a grocery store....lol,Place,negative
love it,Coffee,positive
Drinks have gotten smaller and the prices have gotten bigger not worth the money.,Coffee,negative
Drinks have gotten smaller and the prices have gotten bigger not worth the money.,Time,negative
"At 10 minutes before closing on a Saturday night we pulled up. I got out to check the hours & turned around to get my 5 yrs old out of the vehicle. Upon turning around, the employee saw me & went to quickly lock the door. Good job 👍 #PoorCustomerService When I worked for Starbucks I would've been written up for that. Just sayin...",Service,negative
"Friendly and reliable customer service, spacious drive-thru, and ample seating. This is one of the better Little Rock Starbucks.",Service,positive
"Friendly and reliable customer service, spacious drive-thru, and ample seating. This is one of the better Little Rock Starbucks.",Place,positive
Service can be slow at times,Service,negative
"Excellent service, quick and friendly. This is my favorite Starbucks!!",Service,positive
I enjoy treating my self to a Pike coffee bold flavor!  I gave tried other drinks and I'm never disappointed.,Coffee,positive
"Vegan approved! Hazelnut + Coconut Milk + Mocha = Vegan Nutella with Caffeine! It's perfectly balanced with layers of espresso sweetness in every sip. Sooo delicious and I absolutely love hazelnut. This drink is aHHmazing! 🤎

#DitchDairy
#CoconutLover",Coffee,positive
Very quick service,Service,positive
Friendly staff and plenty of places to sit. They also have a small place for used books that you can take.,Service,positive
Friendly staff and plenty of places to sit. They also have a small place for used books that you can take.,Place,positive
"Great coffee drinks, snack, and lunch  as usual, with Starbucks. Free WiFi and music on the speakers!",Coffee,positive
"Great coffee drinks, snack, and lunch  as usual, with Starbucks. Free WiFi and music on the speakers!",Food,positive
"Great coffee drinks, snack, and lunch  as usual, with Starbucks. Free WiFi and music on the speakers!",Place,positive
Worst drive thru...so pathetic n slow.,Time,negative
"It's ok! Very low volume store so if you want to get to know your neighbors/baristas this is a good spot. Other than that, it's a little on the sketch side but pretty standard for a Starbucks!",Place,neutral
Clean with usual selection of coffee products,Place,positive
We went in here and they were busy but Mike helped us out got us a good drink and fast.   We normally get our usual but we needed more coffee this time so he suggested a caramel macchiato and it was great.   Thanks,Service,positive
We went in here and they were busy but Mike helped us out got us a good drink and fast.   We normally get our usual but we needed more coffee this time so he suggested a caramel macchiato and it was great.   Thanks,Coffee,positive
The worker named Shaun is fantastic! Super courteous and made the best vanilla latte ever!,Service,positive
"Fresh coffee, delicious scones and  fresh sandwichs and salads.  Staff is wonderful and  friendly 😊",Coffee,positive
"Fresh coffee, delicious scones and  fresh sandwichs and salads.  Staff is wonderful and  friendly 😊",Food,positive
"Fresh coffee, delicious scones and  fresh sandwichs and salads.  Staff is wonderful and  friendly 😊",Service,positive
Long line at drive thru but they were quick,Time,neutral
Road side shop off I17 offering up NO BATHROOM SERVICE to it customers...,Place,negative
"Super busy location (which isn't their fault). Staff always seem to not care about anything, And are always out of what I want or it has suddenly been ""discontinued"". 3/4 times I've been there they got my order wrong... 😕",Service,negative
"Super busy location (which isn't their fault). Staff always seem to not care about anything, And are always out of what I want or it has suddenly been ""discontinued"". 3/4 times I've been there they got my order wrong... 😕",Place,neutral
"Super busy location (which isn't their fault). Staff always seem to not care about anything, And are always out of what I want or it has suddenly been ""discontinued"". 3/4 times I've been there they got my order wrong... 😕",Coffee,negative
The employs were friendly and the coffee was great!,Service,positive
The employs were friendly and the coffee was great!,Coffee,positive
love the staff!,Service,positive
Great place to do business meetings with investors,Place,positive
Terrible coffee,Coffee,negative
"This is my new go-to Starbucks on my way into Minneapolis. They have great customer service, and they never get my drink wrong!",Service,positive
Thank you please keep it open,Place,positive
I guess it is called Pearl over by the Walmart.  Same as any Starbucks.,Place,neutral
"Great for place to pick up a quick cup prior to any flight.  They are very good at this location of getting orders filled efficiently and effectively.  Service with a smile, kind and considerate.  They are also very good at knowing all of there drinks as well.  It is worth the stop, I recommend it highly.",Place,positive
"Great for place to pick up a quick cup prior to any flight.  They are very good at this location of getting orders filled efficiently and effectively.  Service with a smile, kind and considerate.  They are also very good at knowing all of there drinks as well.  It is worth the stop, I recommend it highly.",Service,positive
"Great for place to pick up a quick cup prior to any flight.  They are very good at this location of getting orders filled efficiently and effectively.  Service with a smile, kind and considerate.  They are also very good at knowing all of there drinks as well.  It is worth the stop, I recommend it highly.",Coffee,positive
"Great for place to pick up a quick cup prior to any flight.  They are very good at this location of getting orders filled efficiently and effectively.  Service with a smile, kind and considerate.  They are also very good at knowing all of there drinks as well.  It is worth the stop, I recommend it highly.",Time,positive
Only wish they served all 3 regular coffee types throughout the day hours.,Coffee,neutral
"Great friendly staff, fast service and clean",Service,positive
"Great friendly staff, fast service and clean",Place,positive
"This was my first time at this Starbucks and I thought it was awesome!  The location was convenient, plenty of parking, it looked nice on the outside and inside it was spacious, not crowded, plenty of comfortable, leather seating, plenty of electrical plugs, I was warmly welcomed by two staff members, they served me delicious hot coffee quickly, the dining room was generally clean though the floor needed a good sweeping and mopping, the restrooms were basically clean, and the WiFi worked great.",Place,positive
"This was my first time at this Starbucks and I thought it was awesome!  The location was convenient, plenty of parking, it looked nice on the outside and inside it was spacious, not crowded, plenty of comfortable, leather seating, plenty of electrical plugs, I was warmly welcomed by two staff members, they served me delicious hot coffee quickly, the dining room was generally clean though the floor needed a good sweeping and mopping, the restrooms were basically clean, and the WiFi worked great.",Coffee,positive
"This was my first time at this Starbucks and I thought it was awesome!  The location was convenient, plenty of parking, it looked nice on the outside and inside it was spacious, not crowded, plenty of comfortable, leather seating, plenty of electrical plugs, I was warmly welcomed by two staff members, they served me delicious hot coffee quickly, the dining room was generally clean though the floor needed a good sweeping and mopping, the restrooms were basically clean, and the WiFi worked great.",Service,positive
"(Translated by Google) Nothing special, just Starbucks

(Original)
沒什麼特別，就星巴克",Coffee,neutral
Half my coffee ended up in my car cupholder,Coffee,negative
Nice new updated and cozy,Place,positive
"The Barista, Kim.. Is ABSOLUTELY AMAZING at making my favorite drinks!! Especially in comparison to other local starbucks Baristas, she is like NO OTHER!! Besides making a killer Caramel Macchiato.. She is SUPER friendly & has the whole Great Customer Service thing down pat!!! Highly recommend trying some of this Baristas stellar coffee drinks!!! Beware Tho!!! Once you have one from Kim.. and then decide to adventure to another StarBucks.. be prepared to be disappointed because it just won't be the same!! This I promise!! LoL!! Thanks Again, Kim for teaching me 'How to....'!!",Coffee,positive
Best birthday pops,Food,positive
I personally think Starbucks is to expensive and not as good as Dutch Bros.,Coffee,negative
Good as other location.,Place,positive
Everything you expect from a properly running Starbucks!,Place,positive
"Why, WHY on Earth do you have different schedule on different day of the week?? Do planes stop flying on Mondays??",Time,negative
"Nope, no more",Service,negative
Could be a bit nicer.,Place,neutral
Great,Service,positive
"Love Starbucks. Moved to Florida from Washington State, Seattle is where they started. I can't think of any problem a Frappuccino cant solve.",Coffee,positive
"Only went here because I had a free coffee coupon. Prices are too high, and I am not really a fan of the coffee taste.",Coffee,negative
"Only went here because I had a free coffee coupon. Prices are too high, and I am not really a fan of the coffee taste.",Place,negative
"Large Starbucks with lots of seating, including several outdoor tables and a glassed off room tucked away in the back which is good for laptop work. Good customer service. The interior is very simple, nondescript and barebones, with minimal decor and simple tables and chairs - it doesn't have the same sleek, warm cozy feel of other Starbucks, with cozy armchairs, wall art, etc. It was also a bit untidy, especially the counter with napkins, straws, and a garbage. Lots of parking, which is a plus if you drive here.",Place,neutral
"Large Starbucks with lots of seating, including several outdoor tables and a glassed off room tucked away in the back which is good for laptop work. Good customer service. The interior is very simple, nondescript and barebones, with minimal decor and simple tables and chairs - it doesn't have the same sleek, warm cozy feel of other Starbucks, with cozy armchairs, wall art, etc. It was also a bit untidy, especially the counter with napkins, straws, and a garbage. Lots of parking, which is a plus if you drive here.",Service,positive
The started cleaning/closing everything down early and I experienced them not even letting a customer service is the Restroom because they had already cleaned it.,Place,negative
The started cleaning/closing everything down early and I experienced them not even letting a customer service is the Restroom because they had already cleaned it.,Service,negative
Excellent place for coffee on Harvard Square,Place,positive
Bad service. Poor attention to clients.,Service,negative
Masks and social distancing are required just Use the mobile app and pick up in the drive through it is the best way,Place,positive
It's Starbucks. So.. It's good.,Coffee,positive
Great place to get away from uptown,Place,positive
Line gets long sometimes.,Time,negative
"Nice place! Nice service! (Nice LOOKING baristas too!😁) And nice tables with shade out front too! I mean really, what more can ya ask for from a coffee place!? AND for being a Starbucks.... Didn't even blink/hassle me about the gun on my hip!! (Although... This IS STILL north Idaho.... Right!??)",Place,positive
"Nice place! Nice service! (Nice LOOKING baristas too!😁) And nice tables with shade out front too! I mean really, what more can ya ask for from a coffee place!? AND for being a Starbucks.... Didn't even blink/hassle me about the gun on my hip!! (Although... This IS STILL north Idaho.... Right!??)",Service,positive
Great service and the drive thur is quick as well!,Service,positive
Great service and the drive thur is quick as well!,Time,positive
Everything you could expect from Starbucks.,Place,positive
Great drinks but overpriced,Coffee,neutral
"Unfortunately, there's no ZERO rating available. The service is poor and for whatever reason they're always out of something or another. If you come and get a drink in less than 15 minutes,  you're lucky. Plan to have a 2nd or 3rd choice of drink available. Honestly, if there were another one closer than Sample rd. I'd never come here.",Service,negative
"Unfortunately, there's no ZERO rating available. The service is poor and for whatever reason they're always out of something or another. If you come and get a drink in less than 15 minutes,  you're lucky. Plan to have a 2nd or 3rd choice of drink available. Honestly, if there were another one closer than Sample rd. I'd never come here.",Time,negative
Everyone who works here is super friendly and  fast!,Service,positive
"Average Starbucks, clean efficient, friendly staff",Place,positive
Keely at Starbucks was super nice I love my frys... Starbucks,Service,positive
Keely at Starbucks was super nice I love my frys... Starbucks,Food,positive
Delicious coffee. Overpriced like every other Starbucks. Prefer Dutch Brothers.,Coffee,positive
Delicious coffee. Overpriced like every other Starbucks. Prefer Dutch Brothers.,Coffee,negative
I love my Starbucks!,Place,positive
Latte was good as always.,Coffee,positive
AM Staff today: Thank you for your extra help w/my large order. I appreciate it.,Service,positive
Cute,Place,positive
Friendly,Service,positive
Beautiful store,Place,positive
Always fast and friendly service! Thank you.,Service,positive
Venti iced Carmel machiattois my favorite!!!,Coffee,positive
"Very friendly here..Made a mistake on my drink, but fixed it promptly and politely. Would recommend this place to all my friends..",Service,positive
The service was really good!,Service,positive
Theres one on every corner,Place,neutral
Love the new location.  Staff is great. 👍🏻pups approve.,Place,positive
Love the new location.  Staff is great. 👍🏻pups approve.,Service,positive
Free wifi was a lifesaver in a pinch hate over priced coffee tho,Place,positive
Free wifi was a lifesaver in a pinch hate over priced coffee tho,Coffee,negative
Polite and helpful service. General OK Starbucks coffee.,Service,positive
Polite and helpful service. General OK Starbucks coffee.,Coffee,neutral
Terrible morning service here today. Barista made me a 16 oz cappuccino two times when I ordered a 12 0z. I said both times I wanted a strong cappuccino not a weak latte. After 20 minutes of hanging around I left with my frothy milk. Barista excited to gossip not make drinks. Guess you can expect much....,Service,negative
Terrible morning service here today. Barista made me a 16 oz cappuccino two times when I ordered a 12 0z. I said both times I wanted a strong cappuccino not a weak latte. After 20 minutes of hanging around I left with my frothy milk. Barista excited to gossip not make drinks. Guess you can expect much....,Coffee,negative
Great place to do work on the computer and just sit back and relax.,Place,positive
"Busy, clean. Typical Statbucks",Place,neutral
"Busy, clean. Typical Statbucks",Place,positive
Great small shop right where it needs to be!,Place,positive
I'm surprise that this is the only Starbucks in the riverwalk area. We came on a Monday evening and it is crazy busy. The staff are nice.and the dining room does not feel musky even it's full.,Place,positive
Very fast service!,Service,positive
Cosy place for surfing and small groups.,Place,positive
Service is great but prices can be a little more competitive.,Service,positive
Service is great but prices can be a little more competitive.,Service,neutral
Love my mocha frappachino,Coffee,positive
"Love the friendly stuff ,great pistachio Frappuccino!",Service,positive
"Love the friendly stuff ,great pistachio Frappuccino!",Coffee,positive
Was have a bad day all around. Then went l to order on my phone got everyones order before we split and then splitn. Event to proceed was my phone dying before it was filalized. The Barista(MEGAN) who was taking my order when I got inside wascsuper cool! listened to my spiel about my woe's for the day went to pay and my card didn't work so it's lightly ask for water and sat down to charge my phone and see what these people wanted and to come to me because I don't have any money. A few moments later she rides with the drink that I had ordered because that's the only one I could remember bright and cheery attitude raise my spirits and allows me to remember and be thankful for people like this.,Service,positive
"(Translated by Google) I didn't like the attitude of the workers .👎

(Original)
No me gusto la actitud de los trabajadores .👎",Service,negative
Busy with a poorly designed parking lot made worse by a drive through line that blocks most of the parking.,Place,negative
Outstanding service. Poor wifi outside.,Service,positive
Outstanding service. Poor wifi outside.,Place,negative
"Worst service ever! Never seen such an attitude!!
Pity that I can't give less than a Star!",Service,negative
Always good!!,Coffee,positive
This location is great at making my drink. I have never had a bad drink here. However the parking is very limited.,Coffee,positive
This location is great at making my drink. I have never had a bad drink here. However the parking is very limited.,Place,negative
I LOVE THEIR COFFEE AND IM 8 YEARS OLD PERIODDT,Coffee,positive
"Update of Service:  We order from this Starbucks ALL the time, but this time was not a good visit. My complaint.... Get your DANG EMPLOYEES OFF OF THEIR CELL PHONES AND HAVE THEM STOP TEXTING WHILE CUSTOMERS ARE STANDING THERE!

Clean, great staff and fast service. Great job!",Service,negative
"Update of Service:  We order from this Starbucks ALL the time, but this time was not a good visit. My complaint.... Get your DANG EMPLOYEES OFF OF THEIR CELL PHONES AND HAVE THEM STOP TEXTING WHILE CUSTOMERS ARE STANDING THERE!

Clean, great staff and fast service. Great job!",Service,positive
"Love star bucks,love flappachinos",Coffee,positive
Nice as usual. Quick and great service.,Service,positive
Friendly,Service,positive
Always GREAT service and GREAT drinks!! THANK YOU!,Service,positive
Always GREAT service and GREAT drinks!! THANK YOU!,Coffee,positive
great customer service....I love Starbucks,Service,positive
A favorite stop of mine,Place,positive
Always prompt as possible and delicious,Time,positive
Always prompt as possible and delicious,Coffee,positive
Great coffee but it's really expensive compared to the other coffee shops in the area.,Coffee,positive
Great coffee but it's really expensive compared to the other coffee shops in the area.,Coffee,negative
"I always love Starbucks, no matter wherever it is. This particular shop was away from my home, we drove, they have some beautiful art work hanging in the wall.",Place,positive
Fast friendly service,Service,positive
Nice Starbucks.,Place,positive
Sat in line for 30 minutes and gave up,Time,negative
I've been a customer here since the day they opened. Great store. Made a lot of friends here.,Place,positive
Took to long at this Lactation,Time,negative
"Great, fast service.",Service,positive
Get my drinks right live it its fast,Service,positive
Get my drinks right live it its fast,Time,positive
Awesome espresso,Coffee,positive
"I love this spot. Best Starbucks in town, hands down. My girlfriend and I go here often. I'd refer it to anyone.",Place,positive
High priced coffee!!,Coffee,negative
Super friendly and much less crowded than 83rd ave one,Service,positive
"Starbucks inside of the Crile Building was definitely busy. Glad I got there around 11am. A bit slow compared to your local Starbucks, but that was fine for me since I was waiting on my next appointment.",,
"Friendly but inefficient staff coupled with poor managment. Almost never have blonde roast and it's a guessing game which food items will be available that day. And if you order online, just pray it's in stock or run the risk of waiting 20 minutes before asking and discovering they ran out.",Service,negative
"Friendly but inefficient staff coupled with poor managment. Almost never have blonde roast and it's a guessing game which food items will be available that day. And if you order online, just pray it's in stock or run the risk of waiting 20 minutes before asking and discovering they ran out.",Food,negative
"Friendly but inefficient staff coupled with poor managment. Almost never have blonde roast and it's a guessing game which food items will be available that day. And if you order online, just pray it's in stock or run the risk of waiting 20 minutes before asking and discovering they ran out.",Coffee,negative
